onset	duration	trial_type	stimulus_number	response_made	response_key	response_time
23.619536	3	odor_1	1	0	n/a	n/a
50.051628	3	odor_1	1	0	n/a	n/a
71.948997	3	odor_2	2	0	n/a	n/a
91.378299	3	odor_1	1	0	n/a	n/a
109.32757	3	odor_3	3	0	n/a	n/a
131.056682	3	odor_1	1	0	n/a	n/a
150.781107	3	odor_4	4	0	n/a	n/a
170.205229	3	odor_1	1	0	n/a	n/a
191.810587	3	odor_5	5	0	n/a	n/a
212.93309	3	odor_2	2	1	3#	13.605484
231.374489	3	odor_2	2	1	3#	5.91344
250.545604	3	odor_3	3	0	n/a	n/a
270.839331	3	odor_2	2	0	n/a	n/a
291.795541	3	odor_4	4	0	n/a	n/a
310.492506	3	odor_2	2	0	n/a	n/a
331.052988	3	odor_5	5	0	n/a	n/a
349.266958	3	odor_3	3	0	n/a	n/a
370.186185	3	odor_3	3	0	n/a	n/a
391.872661	3	odor_4	4	0	n/a	n/a
412.244531	3	odor_3	3	0	n/a	n/a
433.586797	3	odor_5	5	0	n/a	n/a
453.310842	3	odor_4	4	0	n/a	n/a
475.048691	3	odor_4	4	1	3#	2.709623
495.995832	3	odor_5	5	0	n/a	n/a
515.874276	3	odor_5	5	0	n/a	n/a
535.729137	3	odor_1	1	0	n/a	n/a
557.833412	3	odor_5	5	0	n/a	n/a
577.401027	3	odor_4	4	0	n/a	n/a
598.419472	3	odor_2	2	0	n/a	n/a
617.712585	3	odor_3	3	0	n/a	n/a
