onset	duration	trial_type	stimulus_number	response_made	response_key	response_time
6.294004	3	odor_1	1	0	n/a	n/a
26.459112	3	odor_1	1	0	n/a	n/a
58.962354	3	odor_2	2	0	n/a	n/a
84.617573	3	odor_1	1	0	n/a	n/a
110.764501	3	odor_3	3	0	n/a	n/a
135.5958	3	odor_1	1	0	n/a	n/a
170.701729	3	odor_4	4	0	n/a	n/a
189.315293	3	odor_1	1	0	n/a	n/a
213.750921	3	odor_5	5	0	n/a	n/a
238.96896	3	odor_2	2	0	n/a	n/a
262.678676	3	odor_2	2	1	1!	1.931647
323.847891	3	odor_3	3	0	n/a	n/a
344.497778	3	odor_2	2	0	n/a	n/a
368.748746	3	odor_4	4	0	n/a	n/a
393.383923	3	odor_2	2	0	n/a	n/a
422.132959	3	odor_5	5	0	n/a	n/a
450.06715	3	odor_3	3	0	n/a	n/a
472.58734	3	odor_3	3	1	1!	1.724675
493.785955	3	odor_4	4	0	n/a	n/a
517.535824	3	odor_3	3	0	n/a	n/a
542.599179	3	odor_5	5	0	n/a	n/a
573.03909	3	odor_4	4	0	n/a	n/a
599.776646	3	odor_4	4	1	1!	2.345211
626.438849	3	odor_5	5	0	n/a	n/a
653.082974	3	odor_5	5	1	1!	2.244272
677.597256	3	odor_1	1	0	n/a	n/a
703.827019	3	odor_4	4	0	n/a	n/a
726.247159	3	odor_2	2	0	n/a	n/a
743.756571	3	odor_3	3	0	n/a	n/a
765.62225	3	odor_5	5	0	n/a	n/a
