onset	duration	trial_type	stimulus_number	response_made	response_key	response_time
16.672963	3	odor_1	1	0	n/a	n/a
50.782743	3	odor_1	1	0	n/a	n/a
83.290029	3	odor_2	2	0	n/a	n/a
116.331488	3	odor_1	1	0	n/a	n/a
150.194164	3	odor_3	3	0	n/a	n/a
185.28041	3	odor_1	1	0	n/a	n/a
220.395897	3	odor_4	4	0	n/a	n/a
253.082645	3	odor_1	1	0	n/a	n/a
288.227866	3	odor_5	5	0	n/a	n/a
323.319922	3	odor_2	2	0	n/a	n/a
356.987391	3	odor_2	2	0	n/a	n/a
391.606413	3	odor_3	3	0	n/a	n/a
424.260788	3	odor_2	2	1	2@	6.528992
457.755697	3	odor_4	4	0	n/a	n/a
492.727862	3	odor_2	2	0	n/a	n/a
527.328919	3	odor_5	5	0	n/a	n/a
562.433467	3	odor_3	3	0	n/a	n/a
596.614292	3	odor_3	3	0	n/a	n/a
628.944428	3	odor_4	4	0	n/a	n/a
649.501712	3	odor_3	3	1	2@	10.817669
676.336802	3	odor_5	5	0	n/a	n/a
702.13508	3	odor_4	4	0	n/a	n/a
736.649294	3	odor_4	4	0	n/a	n/a
756.667297	3	odor_5	5	0	n/a	n/a
776.455246	3	odor_5	5	1	2@	4.001121
796.808553	3	odor_1	1	0	n/a	n/a
815.579594	3	odor_4	4	1	2@	4.864702
839.825163	3	odor_2	2	0	n/a	n/a
862.503955	3	odor_3	3	0	n/a	n/a
884.898178	3	odor_5	5	0	n/a	n/a
