onset	duration	trial_type	stimulus_number	response_made	response_key	response_time
2.941507	3	odor_5	5	0	n/a	n/a
21.714627	3	odor_4	4	0	n/a	n/a
40.502195	3	odor_2	2	0	n/a	n/a
62.479718	3	odor_3	3	0	n/a	n/a
81.207536	3	odor_1	1	0	n/a	n/a
102.032673	3	odor_5	5	0	n/a	n/a
123.504097	3	odor_5	5	0	n/a	n/a
144.225633	3	odor_4	4	0	n/a	n/a
166.078434	3	odor_4	4	1	1!	3.312909
188.183426	3	odor_5	5	0	n/a	n/a
209.562238	3	odor_3	3	0	n/a	n/a
230.800497	3	odor_4	4	0	n/a	n/a
252.962181	3	odor_3	3	0	n/a	n/a
274.852395	3	odor_3	3	1	1!	1.358313
296.648915	3	odor_5	5	0	n/a	n/a
316.330052	3	odor_2	2	0	n/a	n/a
338.284514	3	odor_4	4	0	n/a	n/a
361.944694	3	odor_2	2	0	n/a	n/a
382.45108	3	odor_3	3	0	n/a	n/a
405.119124	3	odor_2	2	0	n/a	n/a
424.972787	3	odor_2	2	1	1!	1.387945
446.910959	3	odor_5	5	0	n/a	n/a
466.847862	3	odor_1	1	0	n/a	n/a
488.300832	3	odor_4	4	1	1!	2.450663
510.683847	3	odor_1	1	0	n/a	n/a
534.01601	3	odor_3	3	0	n/a	n/a
555.881551	3	odor_1	1	0	n/a	n/a
576.45299	3	odor_2	2	0	n/a	n/a
597.497837	3	odor_1	1	0	n/a	n/a
619.231177	3	odor_1	1	0	n/a	n/a
