onset	duration	trial_type	stimulus_number	response_made	response_key	response_time
6.784047	2.074882	image_1	1	0	n/a	n/a
24.999824	2.074959	image_1	1	1	1!	0.798698
40.424072	2.049898	image_2	2	0	n/a	n/a
57.881555	2.074934	image_1	1	0	n/a	n/a
72.939203	2.074854	image_3	3	0	n/a	n/a
89.171704	2.066599	image_1	1	0	n/a	n/a
103.379354	2.058224	image_4	4	0	n/a	n/a
121.253511	2.074863	image_1	1	0	n/a	n/a
137.911007	2.06656	image_5	5	0	n/a	n/a
155.351827	2.058232	image_2	2	0	n/a	n/a
170.942734	2.049898	image_2	2	1	1!	2.171855
187.283635	2.074912	image_3	3	0	n/a	n/a
203.682858	2.058184	image_2	2	0	n/a	n/a
220.582033	2.074901	image_4	4	0	n/a	n/a
237.472841	2.058227	image_2	2	0	n/a	n/a
254.07203	2.041563	image_5	5	0	n/a	n/a
270.679566	2.066557	image_3	3	0	n/a	n/a
285.678881	2.083177	image_3	3	1	1!	1.049969
301.244753	2.074886	image_4	4	0	n/a	n/a
317.185639	2.074936	image_3	3	0	n/a	n/a
331.734977	2.041521	image_5	5	0	n/a	n/a
348.325801	2.066597	image_4	4	0	n/a	n/a
365.858293	2.074874	image_4	4	0	n/a	n/a
383.624136	2.049884	image_5	5	0	n/a	n/a
399.615021	2.049845	image_5	5	0	n/a	n/a
425.655378	2.07489	image_1	1	0	n/a	n/a
440.512987	2.041565	image_5	5	0	n/a	n/a
457.312179	2.074891	image_4	4	0	n/a	n/a
474.58638	2.049849	image_2	2	0	n/a	n/a
490.735557	2.074884	image_3	3	0	n/a	n/a
507.584735	2.066563	image_3	3	1	1!	0.757265
523.933944	2.058269	image_2	2	0	n/a	n/a
540.766461	2.074906	image_4	4	0	n/a	n/a
558.623922	2.066561	image_5	5	0	n/a	n/a
574.156548	2.074854	image_1	1	0	n/a	n/a
593.930587	2.049851	image_5	5	0	n/a	n/a
611.954664	2.083228	image_5	5	1	1!	0.706848
629.078844	2.066551	image_4	4	0	n/a	n/a
647.052971	2.099891	image_4	4	1	1!	0.849602
664.385457	2.083234	image_5	5	0	n/a	n/a
680.759665	2.074889	image_3	3	0	n/a	n/a
696.183915	2.074902	image_4	4	0	n/a	n/a
712.008148	2.074934	image_3	3	0	n/a	n/a
728.232381	2.116537	image_3	3	0	n/a	n/a
743.348306	2.099878	image_5	5	0	n/a	n/a
761.339085	2.108225	image_2	2	0	n/a	n/a
777.19668	2.116531	image_4	4	0	n/a	n/a
797.395668	2.083225	image_2	2	0	n/a	n/a
812.144963	2.074936	image_3	3	0	n/a	n/a
827.669207	2.058234	image_2	2	0	n/a	n/a
843.826759	2.066621	image_2	2	1	1!	0.49479
858.617698	2.083239	image_5	5	0	n/a	n/a
876.683536	2.08318	image_1	1	0	n/a	n/a
893.191074	2.08318	image_4	4	0	n/a	n/a
909.031922	2.1166	image_1	1	0	n/a	n/a
927.064382	2.066563	image_3	3	0	n/a	n/a
944.638529	2.108225	image_1	1	0	n/a	n/a
962.420994	2.058231	image_2	2	0	n/a	n/a
981.020092	2.083227	image_1	1	0	n/a	n/a
996.086037	2.074884	image_1	1	1	1!	1.060163
