onset	duration	trial_type	stimulus_number	response_made	response_key	response_time
4.976673	2.024896	image_1	1	0	n/a	n/a
20.975941	2.066513	image_1	1	1	1!	0.656847
36.091831	2.016605	image_2	2	0	n/a	n/a
54.024294	2.024892	image_1	1	0	n/a	n/a
69.115231	2.033221	image_3	3	0	n/a	n/a
83.697852	2.04156	image_1	1	0	n/a	n/a
98.163827	2.024888	image_4	4	0	n/a	n/a
116.062946	2.033236	image_1	1	0	n/a	n/a
133.203827	2.016516	image_5	5	0	n/a	n/a
150.45295	2.008237	image_2	2	0	n/a	n/a
165.227227	2.008231	image_2	2	1	1!	0.727228
182.751423	2.083226	image_3	3	0	n/a	n/a
198.125639	2.008226	image_2	2	0	n/a	n/a
216.283148	2.024839	image_4	4	0	n/a	n/a
230.999042	2.033233	image_2	2	0	n/a	n/a
249.064824	2.008233	image_5	5	0	n/a	n/a
263.805831	2.033182	image_3	3	0	n/a	n/a
278.830052	2.033274	image_3	3	1	1!	0.616501
296.587524	2.041614	image_4	4	0	n/a	n/a
312.411803	2.024911	image_3	3	0	n/a	n/a
326.202751	2.008252	image_5	5	0	n/a	n/a
343.301924	2.024899	image_4	4	0	n/a	n/a
360.651113	2.041536	image_4	4	0	n/a	n/a
375.717038	2.008211	image_5	5	0	n/a	n/a
393.582823	2.008266	image_5	5	0	n/a	n/a
416.148435	2.041522	image_1	1	0	n/a	n/a
432.489269	2.024898	image_5	5	0	n/a	n/a
449.146794	2.033223	image_4	4	0	n/a	n/a
464.829357	2.024906	image_2	2	0	n/a	n/a
481.678551	2.041571	image_3	3	0	n/a	n/a
498.644388	2.033236	image_1	1	0	n/a	n/a
514.80198	2.041527	image_1	1	1	1!	1.121012
530.601167	2.024897	image_2	2	0	n/a	n/a
549.250288	2.033204	image_1	1	0	n/a	n/a
565.182825	2.041563	image_3	3	0	n/a	n/a
581.965346	2.049906	image_1	1	0	n/a	n/a
599.047853	2.024891	image_4	4	0	n/a	n/a
617.822005	2.03317	image_1	1	0	n/a	n/a
635.487745	2.008298	image_5	5	0	n/a	n/a
652.820241	2.033232	image_2	2	0	n/a	n/a
670.252772	2.016515	image_2	2	1	1!	0.616603
686.643608	2.033224	image_3	3	0	n/a	n/a
702.451167	2.049892	image_2	2	0	n/a	n/a
718.417063	2.049889	image_4	4	0	n/a	n/a
734.39962	2.008233	image_2	2	0	n/a	n/a
753.19042	2.074848	image_5	5	0	n/a	n/a
769.606226	2.041577	image_3	3	0	n/a	n/a
787.055396	2.133223	image_3	3	1	1!	1.353329
802.96296	2.041557	image_4	4	0	n/a	n/a
819.762194	2.04151	image_3	3	0	n/a	n/a
835.128212	2.008159	image_5	5	0	n/a	n/a
851.119032	2.04149	image_4	4	0	n/a	n/a
870.168074	2.03319	image_4	4	1	1!	1.85813
885.975594	2.016563	image_5	5	0	n/a	n/a
902.908107	2.008232	image_5	5	0	n/a	n/a
921.673915	2.041512	image_1	1	0	n/a	n/a
940.831267	2.033236	image_5	5	0	n/a	n/a
955.697226	2.066565	image_4	4	0	n/a	n/a
970.771483	2.024903	image_2	2	0	n/a	n/a
986.362394	2.099896	image_3	3	0	n/a	n/a
