onset	duration	trial_type	stimulus_number	response_made	response_key	response_time
6.720325	2.024931	image_1	1	0	n/a	n/a
23.827776	2.066599	image_1	1	0	n/a	n/a
37.760407	2.016603	image_2	2	0	n/a	n/a
55.942794	2.033217	image_1	1	0	n/a	n/a
70.958698	2.024881	image_3	3	0	n/a	n/a
89.266077	2.041559	image_1	1	0	n/a	n/a
107.081834	2.058215	image_4	4	0	n/a	n/a
123.547659	2.033211	image_1	1	0	n/a	n/a
141.113408	1.999899	image_5	5	0	n/a	n/a
157.66258	2.016537	image_2	2	0	n/a	n/a
173.761736	2.033264	image_2	2	1	4$	0.93191
192.035841	2.066504	image_3	3	0	n/a	n/a
209.543222	1.9999	image_2	2	0	n/a	n/a
223.917486	2.033218	image_4	4	0	n/a	n/a
241.183263	1.9999	image_2	2	0	n/a	n/a
258.307379	2.008225	image_5	5	0	n/a	n/a
273.156623	2.02489	image_3	3	0	n/a	n/a
289.947419	2.024891	image_3	3	0	n/a	n/a
305.529949	2.024895	image_4	4	0	n/a	n/a
323.145714	2.033346	image_3	3	0	n/a	n/a
340.01151	2.0166	image_5	5	0	n/a	n/a
356.818988	2.024884	image_4	4	0	n/a	n/a
373.59312	2.058224	image_4	4	1	4$	1.515156
391.433862	1.999944	image_5	5	0	n/a	n/a
406.074819	2.083189	image_5	5	1	4$	1.090917
421.624003	2.016539	image_1	1	0	n/a	n/a
438.273133	2.049879	image_2	2	0	n/a	n/a
455.097257	1.999936	image_5	5	0	n/a	n/a
472.471366	2.05822	image_4	4	0	n/a	n/a
489.720483	2.049887	image_3	3	0	n/a	n/a
503.869812	2.066496	image_3	3	1	4$	1.020504
518.002361	2.074881	image_4	4	0	n/a	n/a
533.05991	2.024907	image_5	5	0	n/a	n/a
550.850661	2.033239	image_2	2	0	n/a	n/a
565.799906	2.01655	image_1	1	0	n/a	n/a
584.082288	2.033232	image_5	5	0	n/a	n/a
598.43155	2.008244	image_5	5	1	4$	1.061071
615.755663	2.041602	image_4	4	0	n/a	n/a
633.379755	2.033221	image_4	4	1	4$	1.323585
648.320655	2.024887	image_5	5	0	n/a	n/a
664.278215	2.024896	image_3	3	0	n/a	n/a
681.543952	2.024888	image_4	4	0	n/a	n/a
696.618171	2.033217	image_3	3	0	n/a	n/a
713.250667	2.016586	image_3	3	1	4$	2.744071
730.608138	2.058176	image_5	5	0	n/a	n/a
745.782307	2.033222	image_2	2	0	n/a	n/a
763.064788	2.049853	image_4	4	0	n/a	n/a
779.847238	2.008208	image_2	2	0	n/a	n/a
796.638029	2.058219	image_3	3	0	n/a	n/a
814.387115	2.06655	image_2	2	0	n/a	n/a
832.152869	2.016617	image_2	2	0	n/a	n/a
849.752001	2.083178	image_5	5	0	n/a	n/a
867.801036	2.024886	image_1	1	0	n/a	n/a
882.650312	2.074845	image_4	4	0	n/a	n/a
898.524459	2.016551	image_1	1	0	n/a	n/a
915.281927	2.049911	image_3	3	0	n/a	n/a
933.397665	2.058214	image_1	1	0	n/a	n/a
951.613451	2.049825	image_2	2	0	n/a	n/a
965.454389	2.108216	image_1	1	0	n/a	n/a
982.803497	2.06656	image_1	1	1	4$	0.919775
