onset	duration	trial_type	stimulus_number	response_made	response_key	response_time
5.373631	2.024933	image_1	1	0	n/a	n/a
25.580984	2.024968	image_1	1	1	1!	0.929767
40.521919	2.033308	image_2	2	0	n/a	n/a
56.712846	2.01653	image_1	1	0	n/a	n/a
71.220434	2.033224	image_3	3	0	n/a	n/a
90.752821	2.041619	image_1	1	0	n/a	n/a
109.526911	2.033225	image_4	4	0	n/a	n/a
125.076152	2.024902	image_1	1	0	n/a	n/a
140.442077	2.016602	image_5	5	0	n/a	n/a
158.874519	1.999894	image_2	2	0	n/a	n/a
176.715372	2.049843	image_2	2	1	1!	1.677791
192.581256	2.03319	image_3	3	0	n/a	n/a
208.897091	2.008225	image_2	2	0	n/a	n/a
223.263054	2.033272	image_4	4	0	n/a	n/a
240.037243	2.00827	image_2	2	0	n/a	n/a
259.586294	1.999898	image_5	5	0	n/a	n/a
273.510614	2.033278	image_3	3	0	n/a	n/a
289.159937	2.03318	image_3	3	1	1!	0.707415
304.99247	2.024927	image_4	4	0	n/a	n/a
322.008276	2.016604	image_3	3	0	n/a	n/a
337.099198	1.999899	image_5	5	0	n/a	n/a
352.798442	2.03324	image_4	4	0	n/a	n/a
369.239355	2.0249	image_4	4	1	1!	0.798238
385.32192	1.999835	image_5	5	0	n/a	n/a
400.079475	1.999924	image_5	5	1	1!	2.12166
417.162029	2.016547	image_1	1	0	n/a	n/a
433.50286	2.024895	image_2	2	0	n/a	n/a
455.893436	1.999914	image_5	5	0	n/a	n/a
475.500819	2.041601	image_4	4	0	n/a	n/a
492.175034	2.033211	image_3	3	0	n/a	n/a
514.174078	2.049753	image_1	1	0	n/a	n/a
529.164881	2.024891	image_1	1	1	1!	0.960974
545.28077	2.024895	image_2	2	0	n/a	n/a
562.479939	2.033224	image_1	1	0	n/a	n/a
579.52913	2.024948	image_3	3	0	n/a	n/a
595.620033	2.02486	image_1	1	0	n/a	n/a
611.927549	2.03321	image_4	4	0	n/a	n/a
633.151503	2.066568	image_1	1	1	1!	1.223613
648.459091	2.049941	image_5	5	0	n/a	n/a
665.333273	1.999898	image_2	2	0	n/a	n/a
680.524262	2.008176	image_2	2	1	1!	1.444574
697.290137	2.024895	image_3	3	0	n/a	n/a
714.672589	2.041532	image_2	2	0	n/a	n/a
730.780154	2.066582	image_4	4	0	n/a	n/a
750.412484	2.058221	image_2	2	1	1!	1.55676
766.670024	1.999894	image_5	5	0	n/a	n/a
782.635923	2.024889	image_3	3	0	n/a	n/a
800.40172	2.024902	image_3	3	1	1!	0.990078
816.817733	2.024797	image_4	4	0	n/a	n/a
834.400076	2.024889	image_3	3	0	n/a	n/a
853.165827	2.016563	image_5	5	0	n/a	n/a
872.239909	2.024885	image_4	4	0	n/a	n/a
887.639159	2.024902	image_4	4	1	1!	1.091301
902.546763	2.04994	image_5	5	0	n/a	n/a
916.712791	2.033179	image_5	5	0	n/a	n/a
935.511876	2.041561	image_1	1	0	n/a	n/a
955.744224	2.041567	image_2	2	0	n/a	n/a
978.084765	2.008232	image_5	5	0	n/a	n/a
995.008962	2.041584	image_4	4	0	n/a	n/a
1012.533095	2.058225	image_3	3	0	n/a	n/a
