onset	duration	trial_type	stimulus_number	response_made	response_key	response_time
7.986257	3	odor_1	1	0	n/a	n/a
29.477176	3	odor_1	1	0	n/a	n/a
49.094674	3	odor_2	2	0	n/a	n/a
70.154856	3	odor_1	1	0	n/a	n/a
89.228003	3	odor_3	3	0	n/a	n/a
111.13963	3	odor_1	1	0	n/a	n/a
132.013033	3	odor_4	4	0	n/a	n/a
149.888722	3	odor_1	1	0	n/a	n/a
171.975261	3	odor_5	5	0	n/a	n/a
195.350059	3	odor_2	2	0	n/a	n/a
214.592969	3	odor_2	2	0	n/a	n/a
237.548714	3	odor_3	3	0	n/a	n/a
258.632465	3	odor_2	2	0	n/a	n/a
278.591542	3	odor_4	4	0	n/a	n/a
300.765217	3	odor_2	2	1	3#	5.022707
319.684886	3	odor_5	5	0	n/a	n/a
338.768715	3	odor_3	3	0	n/a	n/a
360.485195	3	odor_3	3	1	3#	3.419222
381.645346	3	odor_4	4	0	n/a	n/a
403.086881	3	odor_3	3	1	3#	2.991025
423.269955	3	odor_5	5	0	n/a	n/a
445.281819	3	odor_4	4	0	n/a	n/a
465.53906	3	odor_4	4	1	3#	3.33316
488.092047	3	odor_5	5	0	n/a	n/a
512.693935	3	odor_5	5	0	n/a	n/a
533.505732	3	odor_1	1	0	n/a	n/a
554.499704	3	odor_3	3	0	n/a	n/a
573.24023	3	odor_2	2	1	3#	3.415949
596.86767	3	odor_4	4	0	n/a	n/a
621.535534	3	odor_5	5	0	n/a	n/a
